"Data Source","World Development Indicators",

"Last Updated Date","2021-12-16",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020",
"Cuba","CUB","GDP (current US$)","NY.GDP.MKTP.CD","","","","","","","","","","","5693005200","6914658400","8135150891.92025","9987709650.18094","11405957317.0732","13027415243.9024","13789579902.5579","14206158674.6988","17844705324.6753","19584443287.6712","19912889861.1111","20150254096.3855","20953510235.2941","22204940512.2235","24039383608.4235","22920490774.102","24226574634.0293","25213935012.0819","27458999472.2955","27023468665.8977","28645436569.1489","24316556025.6585","22085858243.2432","22367254864.8649","28448326756.7568","30429803651.2192","25017368700","25365908100","25736331200","28364615200","30565400000","31682400000","33590500000","35901200000","38203000000","42643836100","52742800000","58603900000","60806300000","62080000000","64328000000","68990000000","73141000000","77148000000","80656000000","87133000000","91370000000","96851000000","100050000000","103428000000","107352000000",
"Curacao","CUW","GDP (current US$)","NY.GDP.MKTP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3038699608.93855","3131096089.38547","3147616201.11732","3158406033.51955","3151910782.1229","3122287932.96089","3116610111.73184","3127908044.69274","3101787709.49721","2595821708.81313",
"Cayman Islands","CYM","GDP (current US$)","NY.GDP.MKTP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4200439457.5783","4466438857.5543","4586114124.56498","4281868714.74859","4156990759.63038","4186223808.95236","4291159006.36025","4405954638.18553","4563017880.71523","4708336733.46934","4909498979.9592","5166467298.69195","5522625585.0234","5935769350.77403","5591623664.9466",
"Cyprus","CYP","GDP (current US$)","NY.GDP.MKTP.CD","","","","","","","","","","","","","","","","489914760.682807","576090073.715036","734887973.975806","964026512.197839","1288715209.58084","2154311276.94859","2087496373.77964","2159242416.76942","2160364071.19021","2278248953.14058","2430411900.19194","3090734463.27684","3704813885.50548","4278792597.23965","4563482603.5503","5591130217.66965","5770197348.48485","6912150456.32334","6590291048.29211","7425703928.57143","9933133247.08926","10011918444.1656","9547818700.11403","10248617647.0588","10497908306.3646","9985844486.33365","10397897085.6102","11420227884.6154","14547325028.3126","17320552500","18433411267.2553","20072786350.5206","23968764029.5647","27844698989.3072","25945391775.4932","25732432719.0773","27565469097.9955","24978513426.6992","23900872625.8467","23156850006.6427","19842404304.8929","20953442550.3653","22870833709.8961","25522671232.8767","25758357774.5438","24612646487.7213",
"Czech Republic","CZE","GDP (current US$)","NY.GDP.MKTP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","40728950704.6176","29859921158.8696","34805013229.572","40866748705.1075","47850203856.1751","60147174076.8651","67387788632.9812","62180159376.1239","66807429711.411","65173130995.2212","61828166496.0941","67808032979.5429","82196001050.7474","100090467581.268","119814434353.575","137143471328.274","156264095664.643","190183800884.018","236816485762.988","207434296805.33","209069940963.177","229562733398.948","208857719320.649","211685616592.931","209358834156.329","188033050459.881","196272068576.338","218628940951.675","248950103352.137","252498032247.163","245349489988.26",
"Germany","DEU","GDP (current US$)","NY.GDP.MKTP.CD","","","","","","","","","","","215838448137.658","249985055484.303","299801542047.476","398374021953.897","445303484241.554","490636517211.225","519754453161.411","600498238019.035","740469983446.933","881345176608.686","950290856466.538","800472055387.278","776576439106.956","770684323247.798","725111123634.115","732534887058.198","1046259374943.71","1298176105549.51","1401233225303.49","1398967436804.33","1771671206875.68","1868945197407.19","2131571696931.75","2071323790370.28","2205074123177.05","2585792275146.72","2497244606186.64","2211989623279.95","2238990774702.68","2194204133816.32","1943145384190.16","1944107382550.34","2068624129493.69","2496128668171.56","2809187981127.39","2845802760850.64","2992196713084.93","3421229126745.14","3730027830672.33","3397791053070.3","3396354075663.73","3744408602683.94","3527344944139.83","3732743446218.92","3883920155292.26","3356235704119.75","3467498002104.33","3681732583768.5","3975347237442.99","3888326788627.44","3846413928653.71",
"Djibouti","DJI","GDP (current US$)","NY.GDP.MKTP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","340989527.967995","","373371738.286415","395794538.630775","409220087.102818","452328087.282876","462421998.525779","478058304.871118","466048469.22986","491689220.744875","497723960.589913","494004647.73437","502675542.001227","514267869.300758","536080148.097299","551230861.856505","572417440.820162","591122039.601398","622044665.515049","666072101.777505","708633194.726566","768873684.032838","847918929.107984","999105339.267729","1049110684.72493","1128611700.3618","1239144501.77525","1353632941.5207","2042817162.85639","2214679081.25658","2430274292.2896","2603540256.91955","2751445573.68009","3012803457.10411","3324615549.09099","3384385216.71609",
"Dominica","DMA","GDP (current US$)","NY.GDP.MKTP.CD","","","","","","","","","","","","","","","","","","45872947.4074074","57130215.5555556","55017758.8888889","72804653.3333333","82107391.1111111","89527576.6666667","98665191.4814815","109157070.740741","119491932.962963","135161958.518519","151868754.444444","171106184.074074","185137242.962963","201429629.62963","219762962.962963","234059259.259259","245525925.925926","264374074.074074","274522222.222222","292285185.185185","302988888.888889","322411111.111111","331759259.259259","333470370.37037","340203703.703704","333196296.296296","343311111.111111","367200000","364255555.555556","390251851.851852","421374074.074074","458188888.888889","489074074.074074","493825925.925926","501025925.925926","485996296.296296","498296296.296296","520207407.407407","540737037.037037","576229629.62963","519837037.037037","550622222.222222","611537037.037037","504214814.814815",
"Denmark","DNK","GDP (current US$)","NY.GDP.MKTP.CD","","","","","","","11931739858.7046","13059064374.6287","13505573866.6667","15414902266.6667","17075457600","19085731252.4407","23232379951.9376","30730626663.3606","34160444798.1099","40474406216.2821","44575892473.1183","49784338519.4563","60362931853.6249","70366241969.2074","71127528699.9414","61877813965.2413","60412844678.604","60644782176.0525","59105236853.7937","62658568287.3429","88078760103.8191","109414423928.775","115552846616.653","112409222182.704","138247285815.855","139224688814.195","152915654478.885","143195627014.605","156162386724.523","185006881515.065","187632346387.984","173537647058.824","176991934992.837","177965188354.692","164158739097.623","164791442543.375","178635163717.431","218096033517.009","251373002954.382","264467336457.17","282884947702.966","319423424509.066","353361038818.383","321241303699.006","321995279401.502","344003137611.271","327148943812.137","343584391647.927","352993631617.708","302673070846.857","313115929314.339","332121063806.391","356841216410.068","347561349210.979","356084867685.639",
"Dominican Republic","DOM","GDP (current US$)","NY.GDP.MKTP.CD","672399700","654100200","824100000","940799900","1025599900","888100000","983900000","1034800000","1079100000","1230500000","1485500000","1666500000","1987400000","2344800000","2925700000","3599200000","3951500000","4587100000","4734400000","5498800000","6761300000","7561300000","8267400000","9220600000","11594000000","5044592944.80499","6122198120.02892","5826987099.45901","5374314928.42536","6686593059.93691","7073675544.80847","9824498183.03263","11605382504","13081042400","14644711384.8202","16637370839.1608","18241691857.3544","20017480054.834","21672231760.6491","22136621337.0889","24305717541.6371","25601765400.5153","27137508656.8522","21403167848.1444","22322395368.0274","35777570135.5225","37879869897.8979","43965420072.4107","48122547177.1881","48261033298.2133","53860175555.9961","58029750745.6495","60681537195.7996","62682163837.347","67179914026.9623","71164825256.6849","75704720189.5607","79997975621.8654","85555378042.8196","88941299733.5018","78844702329.0785",
"Algeria","DZA","GDP (current US$)","NY.GDP.MKTP.CD","2723593384.78054","2434727329.809","2001428328.37091","2702960118.28806","2909292864.23204","3136258896.9233","3039834558.74906","3370843065.76735","3852115816.97758","4257218772.15369","4863487492.65763","5077222366.97472","6766766610.86932","8707847924.29022","13210029612.2659","15557934268.4965","17728347374.994","20971901273.271","26364491313.4471","33243422157.6311","42346380830.7708","44348672667.8715","45207088715.6483","48801369800.3675","53698278905.9678","57937868670.1937","63692238160.0493","66746396416.2732","59089067187.3943","55634414465.2104","62048562947.2509","45715614559.7064","48003078388.5401","49945599428.5812","42543178042.4148","41764315330.4366","46941582519.4661","48177612042.1507","48187747528.899","48640653469.3025","54790392746.1939","54744712814.8676","56760355865.0082","67863828412.6882","85332581188.6107","103198223709.439","117027307540.89","134977082623.78","171000699876.747","137211035770.034","161207270185.25","200013052199.2","209058991952.125","209755003250.664","213810024944.464","165979279263.174","160034163871.455","170097014589.134","174910878623.049","171767403748.19","145009181490.62",
"East Asia & Pacific (excluding high income)","EAP","GDP (current US$)","NY.GDP.MKTP.CD","82117789554.9189","72293003696.8716","66101341181.1741","71631294792.3949","82765378787.4702","96260115959.948","105322740373.647","102311746591.624","103571661210.051","116246532691.772","129000881835.374","138649129277.169","156764041661.378","197061584641.412","223384555213.491","251065305776.171","255281984365.353","294680851696.023","286269890184.173","331753426134.407","382716487498.532","408284948889.907","428313655383.176","448514043982.146","485857273821.413","531352657566.516","531049746185.599","526830485373.062","585416851898.729","635856192238.505","686420111855.987","748766795886.229","844527737352.516","937245463458.658","1136490316241.24","1411795559218.75","1631620707805.92","1721581743034.32","1641313225445.75","1873309763174.13","2098369992965.64","2295120541224.41","2721889244760.51","3369697999590.79","4105057273096.01","4958081745032.16","6201920620729.39","8246155884027.25","10846063661909.7","12046128110393.3","14400853470740.6","17463375940968.1","10774468160208.7","11828349008693.6","12751243799677.6","13281198366371.3","13560237634379.5","14819322198962.2","16574964993617.6","17135404533968.4","17448894596355.7",
"Early-demographic dividend","EAR","GDP (current US$)","NY.GDP.MKTP.CD","157049773620.346","157901974080.425","162659357383.349","172566534661.247","197827233388.283","214260057466.786","211601891911.014","222270081145.79","240671155446.106","268566303918.196","283911437586.135","307238245059.363","335778520083.376","428945651658.336","600874443104.427","646096824093.031","706349773257.133","789644001349.683","877057723681.189","1066693265061.97","1326738615612.93","1481405367666.64","1409647021497.26","1418649361957.47","1409317738301.81","1450391665527.1","1463332007880.45","1473952685512.32","1548713009475.55","1582025611401.82","1860395793245.02","1972012323756.27","2175318884967.23","2417334707636.79","2557716754922.44","2646412587946.26","2901079020395.48","3130117446237.41","3147990079198.7","3406096387225.54","3745852898952.15","3800067906507.42","3936733566035.98","4684897788036.47","5645893336526.15","6776093568100.76","8087400230824.31","10180607705254.2","12381657653325.3","12814763349411.3","15334954230324.1","17497182619620.5","10151489375461.8","10250908279248.5","10603415111975","10082377974481.9","10307820454608.6","11137608724945.9","11214753522578.2","11527336323652.6","10668243564848.3",
"East Asia & Pacific","EAS","GDP (current US$)","NY.GDP.MKTP.CD","155321662452.525","155860503348.906","159091686735.769","177513406361.32","203706489954.683","226698371448.107","253343932378.393","274465213471.743","302470671168.02","348280550269.556","410371755416.133","455266416428.941","564282597561.049","743311756155.746","856759076902.289","938148244750.317","1031354197188.91","1228904606571.72","1550043473860.88","1683897598120.27","1820378283286.97","2006340976175.79","1966702641068.23","2092310577599.1","2240651786828.82","2364132490636.26","3088046203354.11","3626750057834.56","4363904735588.92","4548625123854.95","4756243080954.77","5373074019578","5876946861674.41","6581999273023.83","7467360861925","8495174896183.54","8212541003121.61","7892481872956.38","7137784412626.1","8036292827329.82","8736846274597.31","8234723245150.93","8587231427876.64","9754220884011.63","11176140653307.3","12257092642405.5","13488941824152.2","15839618979123.3","19072847296611.4","20179873500845.5","23573538834428.1","27605073793022.1","21187106532693","21367649737241","22038396030947.8","21951401205501.8","22720684963608.3","24268504216073","26416317598842.3","26981455514224.5","27097404937164.8",
"Europe & Central Asia (excluding high income)","ECA","GDP (current US$)","NY.GDP.MKTP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","888880584435.331","862969022324.511","917092319711.29","889947373223.18","822314951918.109","815259443666.995","706923649520.192","758626690765.47","766261662946.1","796888596598.784","747245337382.817","627750895905.237","700116049358.491","695453936277.001","796768760608.087","1005018571080.96","1330990821497.14","1688052433767.33","2072082476656.01","2684050466039.51","3324689396543.74","2611896303152.08","3119371993286.66","3853333483348.16","4085332511672.57","4341022815353.31","4045786134160.93","3099131447149.27","2965857286860.64","3329876408661.55","3423986143967.44","3493926388854.03","3222403620453.33",
"Europe & Central Asia","ECS","GDP (current US$)","NY.GDP.MKTP.CD","","","","","","","736309210869.7","792958788990.844","829485007219.954","917464854579.585","1014876114230.84","1144549716827.7","1371424012169.74","1741910567597.48","1968282114939.78","2299379196192","2390192040692.18","2708799525635.46","3306074575830.57","4044371554185.17","4580889964218.55","4077076602948.79","3928957717450.43","3811512415767","3663384722716.07","3791076638293","5174508215163.08","6394083576116.96","7117409188488.36","7212323231561.99","8823564877299.14","9116394556571.73","9798332715913.17","9003756543767.74","9416068639460.15","10871449753001.1","11096327908537.2","10521033613508","10794713977278.6","10672428351460.4","10046655321168.5","10157339692049.7","11099688958575.4","13518142445938","15758398915716.1","16780582777683.7","18169171281351.1","21229481021282","23318309419163.9","20510483521808.5","21013558496066.7","23296350638065.9","22463014714476.1","23477452103178.9","23793962374648.4","20508597009691","20445552705800.9","21648851652556.4","23217309660002.3","22934888163095.2","22126825155477.8",
"Ecuador","ECU","GDP (current US$)","NY.GDP.MKTP.CD","2069465326.41882","1753850416.70826","1518208221.23052","1824344492.07169","2244146867.90195","2387048255.45173","2429309513.80854","2553596091.82258","2582180794.1855","3112166848.3004","2862504169.99893","2754220263.02528","3185987234.84089","3891755551.94138","6599259420.99605","7731677256.80982","9091924304.83477","11026346589.5011","11922502170.6405","14175166007.5774","17881514682.8784","21810767209.3695","19929853574.6095","17152483214.3536","16912515183.2783","17149094589.9827","15314143988.0621","13945431882.2271","13051886552.3377","13890828707.6493","15239278100.3502","16988535267.6338","18094238119.0595","18938717358.6793","22708673336.6683","24432884442.2211","25226393196.5983","28162053026.5133","27981896948.4742","19645272636.3182","18327764882.4412","24468324000","28548945000","32432858000","36591661000","41507085000","46802044000","51007777000","61762635000","62519686000","69555367000","79276664000","87924544000","95129659000","101726331000","99290381000","99937696000","104295862000","107562008000","108108009000","98808010000",
"Egypt, Arab Rep.","EGY","GDP (current US$)","NY.GDP.MKTP.CD","","","","","","4948667540.41066","5278005611.91453","5605484298.98275","5932242990.65421","6524455205.81114","8042200452.1477","8609283346.08518","9299638055.84281","10098534613.4411","9228963224.60004","11632178868.9171","13315988083.4161","14400806875.9867","14811704063.0685","18020571428.5714","21669908177.0664","22136081081.0811","27655172413.7931","30966239813.7369","33971188991.6147","39053502251.0732","41253507951.3564","40455616653.5742","34980124929.0176","39756299049.9793","42978914311.3504","37387836490.5284","41855986519.4235","46578631452.581","51897983392.6453","60159245060.4541","67629716981.1321","78436578171.0914","84828807556.0803","90710704806.8416","99838543960.0763","96684636118.5984","85146067415.7303","80288461538.4615","78782467532.4675","89600665557.4043","107426086956.522","130437828371.278","162818181818.182","189147005444.646","218983666061.706","235989672977.625","279116666666.667","288434108527.132","305595408895.265","329366576819.407","332441717791.411","235733695652.174","249712999437.254","303080865603.645","365252651278.852",
"Euro area","EMU","GDP (current US$)","NY.GDP.MKTP.CD","244832935017.629","268965157140.85","298819018812.336","335341706018.757","373024086802.03","407740494856.139","444882672260.909","483418521497.102","518991584973.929","579332792192.931","642618088368.821","728350554974.309","879866290916.195","1142236590690.38","1295369699850.02","1501998418268.04","1567495504827.94","1782977995170.69","2183343538754.24","2644833360482.99","2962180543669.06","2574374750648.22","2492494872148.43","2431610581355.91","2332402739282.44","2396184424241.68","3362906739591.32","4159430693750.93","4574520626626.7","4672688524983.16","5880686952499.88","6114121761315.69","6745616975554.07","6172470672291.46","6515616661978.12","7515711917825.14","7604595626511.76","6952260676501.12","7149267346201.27","7113796789828.48","6479521539517.45","6590666424357.18","7166111687665.03","8842962520460.19","10141926724906.4","10519654742334.8","11174795667785.8","12862918900419.2","14101249622359.9","12887882434721.4","12629069775558.1","13619653887377.9","12638916806936.3","13191652296932.5","13490997038990.6","11669741216577.3","11964468804660.3","12646241353753.9","13692226055585.6","13413842337067.4","13021205512135.6",
"Eritrea","ERI","GDP (current US$)","NY.GDP.MKTP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","477101651.648376","467872714.755603","531688311.688312","578015625","693535954.190067","686490090.140141","745526154.93283","688921325.712043","706370815.584416","752368495.512622","729321366.651861","870247703.182758","1109054005.43971","1098425900.74116","1211161879.6748","1317974491.05691","1380188800","1856695551.21951","1589515447.15447","2065001626.01626","","","","","","","","","",
"Spain","ESP","GDP (current US$)","NY.GDP.MKTP.CD","12072126075.397","13834300571.4849","16138545209.246","19074913947.7196","21343844643.7341","24756958694.9238","28721062242.1634","31647119228.1982","31475548481.4095","36038711599.541","40992995008.3195","46619420359.2814","59132415221.3306","78639525985.1513","97274006345.5437","114777046376.812","118507184779.905","132449277108.434","160599687500","214601955875.062","232766822928.754","202807891511.984","195996754505.528","170951185614.849","172102910370.524","180793463796.477","251321075204.942","318747935588.196","376160409941.437","414757056921.996","536558591250.408","577166174539.632","630916018202.503","525075636030.854","530562634455.347","614609020549.773","642588992512.807","590077272727.273","619214834614.099","634693160025.57","596877648793.072","627286800894.855","705394315829.098","905492099322.799","1067093369754.16","1153285660987.44","1259343871534.31","1472131125102.66","1625224842536.99","1485583495415.39","1420722034063","1478772824224.03","1324820091194.67","1354757433212.72","1369398844599.58","1195119269971.52","1232076017361.53","1309297246509.31","1420300232663.59","1393046093137.25","1281484640043.58",
"Estonia","EST","GDP (current US$)","NY.GDP.MKTP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4502970889.06373","4786018988.16491","5154420649.23354","5674080542.88575","5756912265.75809","5686579747.53524","6254649538.98487","7367975887.72723","9874013098.46432","12145911801.2422","14106790200.2239","17022870405.2189","22449129482.617","24341678628.9732","19633031397.6104","19523477325.6235","23183616045.5168","23020466784.6112","25108615091.9884","26598657880.5486","22881558191.8523","24056487770.898","26857880621.935","30474612057.4484","31045591753.4901","30650285471.7215",
"Ethiopia","ETH","GDP (current US$)","NY.GDP.MKTP.CD","","","","","","","","","","","","","","","","","","","","","","7324903188.4058","7707678019.32367","8567890821.25604","8096302367.14976","9480840483.09179","9848600869.56522","10527338647.343","10908935748.7923","11476584879.2271","12175166763.285","13463868357.4879","10492993077.6093","8830712713.90781","6927950564.55657","7663984567.90123","8547939730.62374","8589211390.49612","7818224905.55071","7700833482.00615","8242392103.68061","8231326016.47494","7850809498.16803","8623691300.04079","10131187261.4421","12401139453.9738","15280861834.6024","19707616772.7996","27066912635.2228","32437389116.038","29933790334.3418","31952763089.33","43310721414.0829","47648211133.2183","55612228233.5179","64589334978.8013","74296618481.0882","81770791970.982","84269348327.3454","95912590628.1412","107645054311.876",
"European Union","EUU","GDP (current US$)","NY.GDP.MKTP.CD","","","","","","","","","","","725931117202.68","820813003647.736","990428711523.756","1282020509407.61","1451750057862.34","1690875090425.36","1770054233927.19","2004900497340.86","2442696478420.52","2952838432090.34","3303181850263.89","2879984188262.2","2777376665977.43","2702069500746.21","2603395491959.08","2677660947369.09","3744041974466.61","4631250656846.37","5084288198655.59","5193668896729.2","6498471911158.62","6736015994578.51","7406290275006.51","6761114918561.71","7161872216278.51","8296026012678.73","8431518032299.25","7733761443399.13","7969786047468.59","7923369089161.32","7260120640328.08","7388169197905.12","8050016390858.96","9912552738053.62","11400572828592","11906966999544","12704675013015.8","14712567758786.8","16240620039269.4","14713157992273.2","14545430302862.2","15741789992629.5","14636917145741.3","15296013552373.2","15634241267477.3","13547247755711.5","13885155820999.3","14734764528614.8","15971540026258.9","15689631518599.4","15292101403230",
"Fragile and conflict affected situations","FCS","GDP (current US$)","NY.GDP.MKTP.CD","","","","","","","","","40416662120.5212","45073674742.2142","54717416892.3225","55563920224.8825","63035786207.9138","77124857817.3048","114501158198.78","128559276828.114","151047573103.615","166428838422.274","183361677295.405","231354234692.435","286988064531.984","399739470087.993","384026106026.791","327424466275.697","296007376255.528","308009724742.21","301709183165.703","315420230695.084","315382646528.816","299721309837.649","462179134691.969","292122215272.699","303293392535.371","305543706081.323","325181310902.145","402906697083.297","443202290117.989","524228689327.825","589559588670.101","720989687769.25","860081408280.357","937234751390.775","1155560959150.94","1555048433136.93","2048633343162.15","2636082170280.24","3429269081925.72","4702237837053.78","6379868109960.6","7005534616114.77","8237291105577.9","9401150050853.67","1792862802850.45","1805852244289.75","1957637889689.76","1558804109928.94","1406201475527.02","1438837045474.69","1571477636368.89","1659929844834.74","1506267733203.19",
"Finland","FIN","GDP (current US$)","NY.GDP.MKTP.CD","5224102195.52771","5921659485.03284","6340580854.39073","6885920328.66187","7766655085.78588","8589340019.02985","9208524504.87684","9368954010.3132","8823033880.32993","10070766720.5011","11357516987.5425","12527405512.9298","14743186119.8738","19472363466.6252","24848821490.4679","29472623242.2822","31849513771.3494","33499799321.2336","36256160288.8087","44465255686.1548","53645202422.6968","52448332874.07","52797582336.2526","50973526900.0854","52888800949.7428","55875863392.1719","73531550551.255","91594751792.2359","109058990760.483","119012054870.445","141438345513.917","127773856785.767","112532519246.084","89214114708.0254","103299943084.804","134189814814.815","132129174216.93","126912152101.707","134038718291.055","135218410398.466","125706651925.557","129421029082.774","139738377564.465","171274266365.688","197116960516.514","204809103345.355","216907539831.891","256052559540.104","284553976856.599","252496526813.004","249181190476.369","275243697751.011","258304834621.605","271285280621.373","274497230802.958","234440080998.273","240607907010.383","255016517537.983","275580448365.235","268782471380.392","269751312854.475",
"Fiji","FJI","GDP (current US$)","NY.GDP.MKTP.CD","112328422.113084","116987784.913739","122906434.957814","129454728.623599","140032741.468329","147084750.031482","150603925.515853","162625885.863484","166952937.135005","182182067.703568","219878482.173564","247749327.721267","316650508.967523","425963359.355326","558589870.903674","684268280.812751","694552411.718837","719533137.126662","829239489.844119","1019743927.24662","1202567359.4132","1235665808.56541","1194122694.12269","1123107276.30285","1177997413.63384","1141123439.66713","1290228616.82408","1177908191.97685","1109976927.91722","1182686577.22645","1337024782.22702","1383843860.1247","1532401862.94079","1636074717.86224","1825763267.53637","1970347720.96992","2128696643.62574","2090184941.46983","1653160861.68714","1936484565.39399","1678239218.26553","1652464201.00149","1833279985.36741","2300453634.34962","2708078476.63012","2980484920.16558","3076305452.86506","3378314599.76402","3523185919.55826","2870624635.68032","3140508835.9485","3774530615.65916","3972012570.53467","4190143206.25611","4856963229.83999","4682546863.08162","4930204229.72263","5353404422.08138","5581371847.61641","5496264766.37285","4533883782.27458",
"France","FRA","GDP (current US$)","NY.GDP.MKTP.CD","62225478000.8822","67461644222.0352","75607529809.9288","84759195105.8693","94007851047.3678","101537248148.427","110045852177.928","118972977486.207","129785441507.456","141903068680.309","148456359985.827","165966615366.402","203494148244.473","264429876252.21","285552373158.756","360832186018.051","372319038514.067","410279486493.715","506707848837.209","613953129818.07","701288419745.421","615552202776.101","584877732308.614","559869179791.72","530683779929.445","553138414367.061","771470783218.108","934173305685.911","1018847043277.17","1025211803413.53","1269179616913.63","1269276828275.78","1401465923172.24","1322815612694","1393982750472.59","1601094756209.75","1605675086549.56","1452884917959.09","1503108739159.44","1492647560196.04","1362248940482.77","1376465324384.79","1494286655373.61","1840480812641.08","2115742488204.62","2196126103718.44","2318593651988.46","2657213249384.07","2918382891460.38","2690222283967.77","2642609548930.36","2861408170264.6","2683825225092.63","2811077725703.59","2852165760630.27","2438207896251.84","2471285607081.72","2588740901639.81","2789593979064.58","2728870246705.88","2630317731455.26",
"Faroe Islands","FRO","GDP (current US$)","NY.GDP.MKTP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1107882640.8787","1120280381.86979","1058702725.4395","1147654635.45922","1262669892.4595","1494011567.01125","1688237552.36935","1727792692.89133","1984445416.02206","2290133548.87301","2432415998.11695","2268387770.71014","2320424601.26954","2490807830.57351","2366301251.61847","2627049837.08135","2850743875.2784","2518096285.61661","2738832687.13698","2899226097.62377","3051341335.9516","3126293219.77989","",
"Micronesia, Fed. Sts.","FSM","GDP (current US$)","NY.GDP.MKTP.CD","","","","","","","","","","","","","","","","","","","","","","","","106500000","","","112210000","116700000","124700000","135200000","147200000","166200000","178100000","198400000","202500000","221575300","218534700","206626300","218873100","220140500","233271800","240970900","242517200","245432900","240236000","250281900","253541900","256787200","263145100","280284600","296944100","311301600","327248700","317214400","319271200","316489900","332265200","366666800","401932300","408057100","410083600",
"Gabon","GAB","GDP (current US$)","NY.GDP.MKTP.CD","141468978.376811","167637908.489803","182796536.499917","154480244.246828","215679855.272553","226474285.587116","245849781.715943","271543680.279265","294468564.534311","318124701.048993","323802475.481029","381687073.058602","430508357.724","722780701.123338","1544216003.98425","2157592936.60731","3009409970.90463","2809349074.17711","2389479269.18832","3030251116.35966","4279637933.85136","3862269126.92681","3618007844.44908","3391275731.31859","3561451562.23576","3339914759.37275","3403638193.57905","3281797038.66566","3834503378.35497","4186411457.45694","5952293765.84468","5402919956.93831","5592390848.52647","4378645081.01769","4190819314.02958","4958845906.34769","5694040336.82571","5326816858.99586","4483417119.83928","4662992036.2073","5080483463.99928","5023265365.25169","5335451307.54323","6511903657.44009","7770219479.72648","9582783318.3881","10327598800.6713","12455410055.7483","15571349775.7848","12113699660.6799","14372591916.4792","18210308748.2912","17170465294.0332","17595745653.3676","18203968001.8908","14383107714.0388","14023890620.3384","14929488770.7315","16867325126.5423","16874405839.7948","15316826191.5682",
"United Kingdom","GBR","GDP (current US$)","NY.GDP.MKTP.CD","73233967692.1028","77741965703.3544","81247564156.8246","86561961812.3249","94407558351.1616","101824755078.991","108572752102.045","113116888210.787","107759910067.889","116464702803.218","130671946244.3","148113896325.14","169965034965.035","192537971582.558","206131369798.971","241756637168.142","232614555256.065","263066457352.172","335883029721.956","438994070309.191","564947710899.373","540765675241.158","515048916841.37","489618008185.539","461487097632.349","489285164271.047","601452653180.885","745162608269.325","910122732123.799","926884816753.927","1093169389204.55","1142797178130.51","1179659529659.53","1061388722255.55","1140489745944.29","1346422597443.59","1421514820592.82","1559569417157.83","1653391851606.49","1685762821549.91","1662127402027.54","1643908161796.46","1784076738609.11","2057093877551.02","2421814353716.59","2544829090909.09","2717059797608.1","3106182472989.2","2938882352941.18","2425798410967.44","2491110093454.18","2674891473843.81","2719158341005.79","2803291406029.93","3087165602962.86","2956573778737.76","2722851958486.23","2699016715111.39","2900791442554.06","2878673912414.44","2764197653965.05",
"Georgia","GEO","GDP (current US$)","NY.GDP.MKTP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7753540783.62452","","","2688016393.44262","2514070771.80273","2693768412.89179","3095047603.8083","3510520231.21387","3613541516.765","2800049394.91232","3057475335.18846","3219488663.77231","3395728013.84524","3991284895.37214","5125365191.98664","6410823633.25426","7745394293.41721","10172882370.5477","12795076469.0099","10766836276.5639","12243505582.6741","15107441446.7833","16488403076.3641","17189551520.9811","17627003454.7205","14953950557.4406","15141758566.7808","16242916915.7203","17599700090.762","17477255562.2583","15846489610.8073",
"Ghana","GHA","GDP (current US$)","NY.GDP.MKTP.CD","1217230038.26781","1302674264.19915","1382515590.06942","1540797516.79469","1731296118.87113","2053462872.38275","2126300573.17668","1747187539.20717","1666910166.289","1962051319.26134","2215029450.3805","2417107708.25317","2112292944.64142","2465492957.74648","2894409937.8882","2810106382.97872","2765254237.28814","3189428571.42857","3662478184.99127","4020227920.22792","4445228215.76763","4222441614.97432","4035994397.7591","4057275042.82903","4412279843.44423","4504342149.43471","5727602644.71472","5074829931.97279","5197840979.13416","5251764264.26802","5889174825.487","6596546195.65217","6413901601.83066","5966255778.12018","5444560669.45607","6465137614.6789","6934984709.48012","6891308593.75","7480968858.13149","7719354838.70968","4983024408.14828","5314909953.92992","6166330136.2948","7632406552.83803","8881368538.07671","10744675209.8984","20440893017.1566","24827844949.6033","28678701891.0957","26048108185.0534","32197272797.2028","39337314809.9434","41270954737.2459","62823043706.4702","54782847752.5375","49406568432.6711","56165172898.8695","60406382898.5174","67299280679.563","68337537815.7703","68532281805.6722",
